400	International Correspondence School	181
401	Asian Development Bank	181
410	Radio Bible Class	181
420	Bible School on the Air	181
550	Febias College of Bible	181
560	Far East Broadcasting Corporation	181
800	Social Security System	181
801	Camp Crame	181
802	Camp Aguinaldo	181
810	Araneta Center	181
820	Bureau of Internal Revenue	181
830	National Irrigation Administration	181
840	V. Luna Hospital	181
850	Philippine Heart Center	181
860	Quezon City Hall	181
870	Veterans Hospital	181
880	Commission on Audit	181
1000	Manila Central Post Office	181
1001	Quiapo	181
1002	Intramuros	181
1003	Santa Cruz South	181
1004	Malate	181
1005	San Miguel	181
1006	Binondo	181
1007	Paco	181
1008	Sampaloc East	181
1009	Santa Ana	181
1010	San Nicolas	181
1011	Pandacan	181
1012	Tondo South	181
1013	Tondo North	181
1014	Santa Cruz North	181
1015	Sampaloc West	181
1016	Santa Mesa	181
1017	San Andres	181
1018	Port Area South	181
1100	Central	181
1100	Piñahan	181
1100	Project 6	181
1100	Quezon City CPO	181
1101	Botocan	181
1101	Krus na Ligas	181
1101	Malaya	181
1101	Old Capitol Site	181
1101	San Vicente	181
1101	Sikatuna Village	181
1101	Teachers Village	181
1101	University of the Philippines Post Office	181
1101	University of the Philippines Village	181
1102	Amihan	181
1102	Claro	181
1102	Duyan-Duyan	181
1102	E. Rodriguez	181
1102	Kamias	181
1102	Quirino District (Project 2 & 3)	181
1102	Silangan	181
1103	Kamuning	181
1103	Laging Handa	181
1103	Obrero	181
1103	Paligsahan	181
1103	Roxas District	181
1103	Sacred Heart	181
1103	South Triangle	181
1104	Damayan	181
1104	Diliman	181
1104	Mariblo	181
1104	Nayon Kaunlaran	181
1104	Paraiso	181
1104	Phil-Am	181
1104	Santa Cruz	181
1104	Talayan	181
1104	West Triangle	181
1105	Alicia	181
1105	Bagong Pag-Asa	181
1105	Bungad	181
1105	Del Monte	181
1105	Katipunan	181
1105	Paltok	181
1105	Project 7	181
1105	R. Magsaysay	181
1105	San Antonio, Quezon City	181
1105	Santo Cristo	181
1105	Veterans Village	181
1106	Apolonio Samson	181
1106	Baesa	181
1106	Bahay Toro	181
1106	Balintawak	181
1106	Balumbato	181
1106	Project 8	181
1106	Unang Sigaw	181
1107	New Era	181
1107	Pasong Tamo	181
1108	Loyola Heights	181
1108	Pansol	181
1109	Bagumbuhay	181
1109	Bayanihan	181
1109	Blue Ridge	181
1109	Cubao	181
1109	Dioquino Zobel	181
1109	Escopa	181
1109	Mangga	181
1109	Marilag	181
1109	Masagana	181
1109	Milagrosa	181
1109	Project 4	181
1109	San Roque	181
1109	Socorro	181
1109	Tagumpay	181
1109	Villa Maria Clara	181
1110	Bagong Bayan	181
1110	Camp Aguinaldo	181
1110	Libis	181
1110	St. Ignatius	181
1110	Talampas	181
1110	Ugong Norte	181
1110	White Plains	181
1111	Bagong Lipunan	181
1111	Crame	181
1111	Immaculate Concepcion	181
1111	Kaunlaran	181
1111	Pinagkaisahan	181
1111	St. Martin de Porres	181
1112	Damayan Lagi	181
1112	Horseshoe	181
1112	Kalusugan	181
1112	Kristong Hari	181
1112	Mariana	181
1112	Valencia	181
1113	Don Manuel	181
1113	Doña Aurora	181
1113	Doña Imelda	181
1113	Doña Josefa	181
1113	San Isidro	181
1113	Santo Niño	181
1113	Santol	181
1113	Tatalon	181
1114	Gintong Silahis	181
1114	La Loma	181
1114	Lourdes	181
1114	Maharlika	181
1114	Matalahib	181
1114	Paang Bundok	181
1114	Salvacion	181
1114	San Isidro Labrador	181
1114	Santa Teresita	181
1114	Sienna	181
1114	St. Peter	181
1115	Balingasa	181
1115	Damar	181
1115	Manresa	181
1115	Masambong	181
1115	Pag-Ibig sa Nayon	181
1115	San Jose	181
1116	Bagbag	181
1116	San Bartolome	181
1116	Sangandaan (GSIS Village)	181
1116	Sauyo	181
1116	Talipapa	181
1116	Tandang Sora	181
1117	Capri	181
1117	Gulod	181
1117	San Agustin	181
1117	Santa Lucia	181
1117	Santa Monica	181
1118	Fairview	181
1118	Pasong Putik	181
1119	Bagong Silangan	181
1119	Matandang Balara	181
1119	Payatas	181
1120	BF Homes	181
1120	Violago Homes	181
1121	Commonwealth	181
1121	Fairview [North]	181
1122	Fairview [South]	181
1123	Damong Maliit	181
1123	Novaliches Proper	181
1124	Kaligayahan	181
1125	Doña Faustina Subdivision	181
1125	Nagkaisang Nayon	181
1126	Batasan Hills	181
1126	Capitol Hills/Park	181
1127	Holy Spirit	181
1128	Culiat	181
1128	Vasra	181
1135	Araneta Center P.O. Boxes	181
1138	Murphy District P.O. Boxes	181
1141	Broadway Center P.O. Boxes	181
1144	University of the Philippines P.O. Boxes	181
1147	Novaliches P.O. Boxes	181
1150	Quezon City CPO - P.O. Box Nos. 1000 to 1099	181
1151	Quezon City CPO - P.O. Box Nos. 1100 to 1199	181
1152	Quezon City CPO - P.O. Box Nos. 1200 to 1299	181
1153	Quezon City CPO - P.O. Box Nos. 1300 to 1399	181
1154	Quezon City CPO - P.O. Box Nos. 1400 to 1499	181
1155	Quezon City CPO - P.O. Box Nos. 1500 to 1599	181
1156	Quezon City CPO - P.O. Box Nos. 1600 to 1699	181
1157	Quezon City CPO - P.O. Box Nos. 1700 to 1799	181
1158	Quezon City CPO - P.O. Box Nos. 1800 to 1899	181
1159	Quezon City CPO - P.O. Box Nos. 1900 to 1999	181
1160	Quezon City CPO - P.O. Box Nos. 2000 to 2099	181
1161	Quezon City CPO - P.O. Box Nos. 2100 to 2199	181
1162	Quezon City CPO - P.O. Box Nos. 2200 to 2299	181
1163	Quezon City CPO - P.O. Box Nos. 2300 to 2399	181
1164	Quezon City CPO - P.O. Box Nos. 2400 to 2499	181
1165	Quezon City CPO - P.O. Box Nos. 2500 to 2599	181
1166	Quezon City CPO - P.O. Box Nos. 2600 to 2699	181
1167	Quezon City CPO - P.O. Box Nos. 2700 to 2799	181
1168	Quezon City CPO - P.O. Box Nos. 2800 to 2899	181
1169	Quezon City CPO - P.O. Box Nos. 2900 to 2999	181
1170	Quezon City CPO - P.O. Box Nos. 3000 to 3099	181
1171	Quezon City CPO - P.O. Box Nos. 3100 to 3199	181
1172	Quezon City CPO - P.O. Box Nos. 3200 to 3299	181
1173	Quezon City CPO - P.O. Box Nos. 3300 to 3399	181
1174	Quezon City CPO - P.O. Box Nos. 3400 to 3499	181
1175	Quezon City CPO - P.O. Box Nos. 3500 to 3599	181
1176	Quezon City CPO - P.O. Box Nos. 3600 to 3699	181
1177	Quezon City CPO - P.O. Box Nos. 3700 to 3799	181
1200	Makati Central Post Office	181
1201	Fort Bonifacio	181
1202	Fort Bonifacio Naval Station	181
1203	San Antonio Village	181
1204	La Paz, Singkamas, and Tejeros	181
1205	Santa Cruz	181
1206	Kasilawan	181
1207	Carmona and Olympia	181
1208	Valenzuela (includes Rizal, San Miguel, and Santiago Villages)	181
1209	Bel-Air	181
1210	Poblacion	181
1211	Guadalupe Viejo (includes Palm Village)	181
1212	Guadalupe Nuevo (includes Visayan Village)	181
1213	Pinagkaisahan - Pitogo	181
1214	Cembo and South Cembo	181
1215	West Rembo	181
1216	East Rembo and Malapad na Bato	181
1217	Comembo	181
1218	Pembo	181
1219	Forbes Park North	181
1220	Forbes Park South	181
1221	Dasmariñas Village North	181
1222	Dasmariñas Village South	181
1223	San Lorenzo Village	181
1224	Makati Commercial Center (Ayala Center)	181
1225	Urdaneta Village	181
1226	Ayala Avenue-Paseo de Roxas	181
1227	Salcedo Village	181
1228	Greenbelt	181
1229	Legaspi Village	181
1230	Pio del Pilar	181
1231	Pasong Tamo and Ecology Village	181
1232	Magallanes Village	181
1233	Bangkal	181
1234	San Isidro	181
1235	Palanan	181
1300	Pasay City Central Post Office	181
1301	Domestic Airport P.O.	181
1302	San Rafael	181
1303	San Roque	181
1304	Santa Clara	181
1305	San Jose	181
1306	San Isidro	181
1307	Philippine International Convention Center	181
1308	Bay City	181
1309	Villamor Airbase	181
1350	Pasay City CPO - P.O. Box Nos. 1000 to 1099	181
1351	Pasay City CPO - P.O. Box Nos. 1100 to 1199	181
1352	Pasay City CPO - P.O. Box Nos. 1200 to 1299	181
1353	Pasay City CPO - P.O. Box Nos. 1300 to 1399	181
1354	Pasay City CPO - P.O. Box Nos. 1400 to 1499	181
1375	Domestic Airport P.O. - P.O. Box Nos. 1000 to 1099	181
1376	Domestic Airport P.O. - P.O. Box Nos. 1100 to 1199	181
1377	Domestic Airport P.O. - P.O. Box Nos. 1200 to 1299	181
1378	Domestic Airport P.O. - P.O. Box Nos. 1300 to 1399	181
1379	Domestic Airport P.O. - P.O. Box Nos. 1400 to 1499	181
1380	Domestic Airport P.O. - P.O. Box Nos. 1500 to 1599	181
1381	Domestic Airport P.O. - P.O. Box Nos. 1600 to 1699	181
1400	Caloocan City Central Post Office	181
1401	Baesa	181
1402	Santa Quiteria	181
1403	Grace Park East	181
1404	San Jose	181
1405	First Avenue to Seventh Avenue West	181
1406	Grace Park West	181
1407	University Hills	181
1408	Sangandaan	181
1409	Kaunlaran Village (shared with Malabon City and Navotas)	181
1409	Kaunlaran Village	181
1410	Maypajo	181
1411	Fish Market (shared with Navotas)	181
1411	Fish Market	181
1412	Isla de Cocomo	181
1412	Isla de Cocomo	181
1413	Kapitbayahan	181
1413	Kapitbahayan [East]	181
1420	Kaybiga / Deparo	181
1421	Bagumbong / Pag-asa	181
1422	Novaliches	181
1423	Lilles Ville Subdivision	181
1424	Captol Parkland Subdivision	181
1425	Amparo Subdivision / Dela Costa Homes II Subdivision	181
1426	Bankers Village	181
1427	Tala Leprosarium and Victory Heights	181
1428	Bagong Silang	181
1440	Valenzuela Central Post Office	181
1441	Karuhatan - Parada	181
1442	Fortune Village	181
1442	General T. de Leon	181
1442	Paso de Blas	181
1443	Dalandanan - West Canumay	181
1444	Arkong Bato	181
1444	Mabolo	181
1444	Malanday	181
1444	Pasolo	181
1444	Polo	181
1444	Rincon	181
1445	Balangkas - Coloong	181
1446	Lingunan	181
1447	East Canumay - Lawang Bato Punturin	181
1448	Mapulang Lupa	181
1470	Malabon	181
1470	Tinajeros	181
1471	Catmon	181
1472	Longos	181
1473	Tonsuya	181
1474	Acacia	181
1475	Potrero	181
1476	Araneta Subdivision	181
1477	Maysilo	181
1478	Santolan	181
1479	Muzon	181
1480	Dampalit	181
1480	UFO	181
1481	NCR	181
1485	Navotas	181
1489	Tangos	181
1490	Tanza	181
1496	Valenzuela P.O. Boxes [1]	181
1500	San Juan Central Post Office	181
1502	Greenhills Post Office	181
1503	Greenhills [North]	181
1504	Eisenhower - Crame	181
1530	Greenhills P.O. Box Nos. 1000 to 1099	181
1531	Greenhills P.O. Box Nos. 1100 to 1199	181
1532	Greenhills P.O. Box Nos. 1200 to 1299	181
1533	Greenhills P.O. Box Nos. 1300 to 1399	181
1534	Greenhills P.O. Box Nos. 1400 to 1499	181
1535	Greenhills P.O. Box Nos. 1500 to 1599	181
1536	Greenhills P.O. Box Nos. 1600 to 1699	181
1550	Mandaluyong Central Post Office	181
1550	Barangay Plainview	181
1551	Vergara	181
1552	Shaw Boulevard	181
1553	National Center for Mental Health	181
1554	East EDSA	181
1555	Wack Wack	181
1556	Greenhills South	181
1600	Pasig Central Post Office	181
1601	San Joaquin	181
1602	Pinagbuhatan	181
1603	Kapitolyo	181
1604	Ugong	181
1605	Ortigas Post Office	181
1606	Caniogan	181
